ASM_ACCESSION,NCBI_TAXID,SPECIES_IN,STRAIN,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,GENUS,SPECIES,Date,Genome_coverage,Assembly_method,Sequencing_technology,Assembly_type,Assembly_level,scaffold_N50,scaffold_count,total_length,gene_count,gene_length_mean,exon_count,exon_length_mean,CDS_count,CDS_length_mean,intron_count,intron_length_mean
GCA_003049465.1_ASM304946v1,165777,Magnaporthiopsis rhizophila,M23,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Magnaporthales,Magnaporthaceae,Magnaporthiopsis,Magnaporthiopsis rhizophila,2018-04-11,137x,SOAPdenovo v. r240,Illumina GAIIx,haploid,Scaffold,251881,314,39918019,0,0,0,0,0,0,0,0
GCA_000817185.1_Sc12647,2496157,Magnusiomyces capitatus,CNRMA 12.647,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Dipodascaceae,Magnusiomyces,Magnusiomyces clavatus,2014-12-23,2000x,,,haploid,Scaffold,156673,339,17715251,0,0,0,0,0,0,0,0
GCA_003550305.1_ASM355030v1,658196,Glomus cerebriforme,DAOM 227022,Mucoromycota,Glomeromycotina,Glomeromycetes,,Glomerales,Glomeraceae,Glomus,Glomus cerebriforme,2018-09-12,100.0x,AllPaths v. 46154,Illumina HiSeq,haploid,Scaffold,147873,2571,136820789,21325,1485.232262602579,87217,265.5974981941594,85211,242.52899273567968,65877,129.18938324453148
GCA_003708635.2_ASM370863v2,1232584,Magnusiomyces tetraspermus,NRRL Y-7288,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Dipodascaceae,Magnusiomyces,Magnusiomyces tetraspermus,2018-11-20,125x,DISCOVAR v. r51885,Illumina HiSeq 2500,haploid,Scaffold,141295,1082,25936419,0,0,0,0,0,0,0,0
GCA_000507405.3_Cryp_heve_BCC8398_V1,89924,Kwoniella heveanensis,BCC8398,Basidiomycota,Agaricomycotina,Tremellomycetes,,Tremellales,Cryptococcaceae,Kwoniella,Kwoniella heveanensis,2016-07-14,30.0x,allpaths v. R46172,Illumina,haploid,Scaffold,709378,67,25469355,8043,2148.495586224046,49992,256.11959913586173,49871,256.49373383328987,41944,106.73703032614915
GCA_900497725.1_magCapA,1095183,MagnusiomycescapitatusNRRLY-17686,,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Dipodascaceae,Magnusiomyces,Magnusiomyces capitatus,2018-12-05,196x,,,haploid,Contig,,,19563047,0,0,0,0,0,0,0,0
GCA_900497715.1_magIngA,44077,MagnusiomycesingensNRRLY-17630,,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Dipodascaceae,Magnusiomyces,Magnusiomyces ingens,2018-12-05,266x,,,haploid,Contig,,,18103970,0,0,0,0,0,0,0,0
GCA_020085095.1_MALK,1514897,Malassezia arunalokei,NCCPF 127130,Basidiomycota,Ustilaginomycotina,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia arunalokei,2021-09-21,486.1x,Unicycler v. 0.4.8,Illumina; PacBio,haploid,Contig,,,7247604,0,0,0,0,0,0,0,0
GCA_001264625.1_ASM126462v1,1381934,Malassezia caprae,CBS 10434,Basidiomycota,Ustilaginomycotina,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia caprae,2015-08-11,479.0x,SOAPdenovo v. 1.05,Illumina HiSeq,haploid,Scaffold,110094,229,7580816,0,0,0,0,0,0,0,0
GCF_000512605.1_Cryp_pinu_CBS10737_V1,453459,Kwoniella pini,CBS 10737,Basidiomycota,Agaricomycotina,Tremellomycetes,,Tremellales,Cryptococcaceae,Kwoniella,Kwoniella pini,2016-07-14,62.0x,allpaths v. R45095,Illumina,haploid,Scaffold,1626097,18,20828584,7930,1918.7264817150062,48707,249.16755291847167,48605,249.4764530398107,40776,75.51979105356092
GCA_001264635.1_ASM126463v1,948313,Malassezia cuniculi,CBS 11721,Basidiomycota,Ustilaginomycotina,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia cuniculi,2015-08-11,298.0x,SOAPdenovo v. 1.05,Illumina HiSeq,haploid,Scaffold,522589,76,7459907,0,0,0,0,0,0,0,0
GCF_002104995.1_Linpe1,61395,Linderina pennispora,ATCC 12442,Zoopagomycota,Kickxellomycotina,Kickxellomycetes,,Kickxellales,Kickxellaceae,Linderina,Linderina pennispora,2017-04-20,20x,Falcon v. 20150720; FinisherSC,PacBio,haploid,Contig,,,26202545,9583,1409.4401544401544,21846,567.1529341755928,21357,506.7496839443742,12263,91.05781619505831
GCA_001600775.1_JCM_11348_assembly_v001,169489,Malassezia dermatis,JCM 11348,Basidiomycota,Ustilaginomycotina,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia dermatis,2016-03-01,486x,ALLPATHS-LG v. 52488,HiSeq 2500,haploid,Scaffold,1325307,18,7551239,0,0,0,0,0,0,0,0
GCA_001264685.1_ASM126468v1,1381935,Malassezia equina,CBS 9969,Basidiomycota,Ustilaginomycotina,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia equina,2015-08-11,244.0x,SOAPdenovo v. 1.05,Illumina HiSeq,haploid,Scaffold,372469,117,7658883,0,0,0,0,0,0,0,0
GCA_009938135.1_ASM993813v1,55194,Malassezia furfur,CBS14141,Basidiomycota,Ustilaginomycotina,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia furfur,2020-01-28,72.0x,HGAP v. 3,PacBio RSII,haploid,Complete Genome,,,8311773,0,0,0,0,0,0,0,0
GCA_001600795.1_JCM_11963_assembly_v001,223818,Malassezia japonica,JCM 11963,Basidiomycota,Ustilaginomycotina,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia japonica,2016-03-01,466x,ALLPATHS-LG v. 52488,HiSeq 2500,haploid,Scaffold,814852,16,8364631,0,0,0,0,0,0,0,0
GCA_001600835.1_JCM_12085_assembly_v001,180528,Malassezia nana,JCM 12085,Basidiomycota,Ustilaginomycotina,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia nana,2016-03-01,489x,ALLPATHS-LG v. 52488,HiSeq 2500,haploid,Scaffold,1323904,13,7579486,0,0,0,0,0,0,0,0
GCA_001264985.1_ASM126498v1,76774,Malassezia obtusa,CBS 7876,Basidiomycota,Ustilaginomycotina,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia obtusa,2015-08-11,455.0x,SOAPdenovo v. 1.05,Illumina HiSeq,haploid,Scaffold,22053,1709,7842882,0,0,0,0,0,0,0,0
GCA_010577765.1_ASM1057776v1,76776,Malassezia slooffiae,CBS 7956,Basidiomycota,Ustilaginomycotina,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia slooffiae,2020-02-13,140.23x,HGAP v. 3,PacBio RSII,haploid,Contig,,,8932160,0,0,0,0,0,0,0,0
GCA_004369045.1_Helsul1,5364,Heliocybe sulcata,OMC1185,Basidiomycota,Agaricomycotina,Agaricomycetes,,Gloeophyllales,,Heliocybe,Heliocybe sulcata,2019-03-25,82.2x,AllPathsLG v. R49403,Illumina,haploid,Scaffold,1171428,87,31948515,12675,1763.7186587771203,74873,246.7060221975879,71988,218.0297271767517,62194,62.44930379136251
GCA_001264885.1_ASM126488v1,253288,Malassezia yamatoensis,MY9725,Basidiomycota,Ustilaginomycotina,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia yamatoensis,2015-08-11,235.0x,SOAPdenovo v. 1.05,Illumina HiSeq,haploid,Scaffold,1447875,49,8106837,0,0,0,0,0,0,0,0
GCF_014066315.1_Lelup_v1.1,560253,Letharia lupina,WasteWater1,Ascomycota,Pezizomycotina,Lecanoromycetes,Lecanoromycetidae,Lecanorales,Parmeliaceae,Letharia,Letharia lupina,2020-08-06,200.0x,Canu v. 1.8; Flye v. 2.5; Quickmerge v. 0.3,Nanopore MinION; Illumina HiSeq,haploid,Contig,,,49238647,11073,1638.9247719678497,34225,463.4008473338203,34165,464.05965169032635,23152,98.8217000691085
GCF_008629635.1_Kwon_shan_CBS_12478_V1,1734106,Kwoniella shandongensis,CBS 12478,Basidiomycota,Agaricomycotina,Tremellomycetes,,Tremellales,Cryptococcaceae,Kwoniella,Kwoniella shandongensis,2019-09-20,79.0x,Spades v. 3.10,Illumina,haploid,Scaffold,,,21297554,7508,2031.8958444326051,50669,234.92079970001382,50545,235.27690177069937,43122,77.81619590928065
GCF_000230375.1_ASM23037v1,225342,Leptosphaeria maculans JN3,v23.1.3,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Leptosphaeriaceae,Leptosphaeria,Leptosphaeria maculans,2010-11-17,,,,haploid,Contig,,,45124619,12469,1446.1729890127517,35201,445.7184739069913,35201,445.7184739069913,22732,103.05274502903396
GCA_000827185.1_Hydpi2,388859,Hydnomerulius pinastri,MD-312,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Paxillaceae,Hydnomerulius,Hydnomerulius pinastri,2015-01-23,41x,Allpaths-LG v. R36892,Illumina,haploid,Scaffold,689477,603,38278792,13363,1692.0852353513433,77344,231.41647703764997,75525,213.57286991062563,63978,73.79441370471099
GCA_007644065.1_ASM764406v1,359797,Margaritispora aquatica,NNIBRFG339,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,,Margaritispora,Margaritispora aquatica,2019-07-30,65.66x,HGAP v. 2.3.0,PacBio RSII,haploid,Scaffold,1856036,61,42517347,0,0,0,0,0,0,0,0
GCA_003705535.2_ASM370553v2,324742,Martiniozyma abietophila,NRRL Y-11514,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Pichiaceae,Martiniozyma,Martiniozyma abiesophila,2018-11-20,25x,MASURCA v. 2.3.2,Illumina HiSeq 2500,haploid,Scaffold,2831,11407,16223971,0,0,0,0,0,0,0,0
GCA_011750715.2_ASM1175071v2,324778,Marssonina rosae,NL1,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Dermateaceae,Marssonina,Marssonina rosae,2021-08-24,259.0x,SOAPdenovo v. 2.3,Illumina HiSeq,haploid,Scaffold,175755,2322,38573422,0,0,0,0,0,0,0,0
GCA_900128795.2_FCH_10_5,5041,Malbranchea cinnamomea,,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,,Malbranchea,Malbranchea cinnamomea,2017-06-27,225x,,,haploid,Scaffold,67269,817,25052579,9437,1330.0859383278585,0,0,0,0,0,0
GCA_006912075.1_UMICH_Mcic_1,348617,Massospora cicadina,MICH 231384,Zoopagomycota,Entomophthoromycotina,Entomophthoromycetes,,Entomophthorales,Entomophthoraceae,Massospora,Massospora cicadina,2019-07-11,6.5x,SPAdes v. 3.10.0,Illumina HiSeq,haploid,Scaffold,,,766562605,0,0,0,0,0,0,0,0
GCA_000827355.1_Hebeloma_cylindrosporum_h7_v2.0,76867,Hebeloma cylindrosporum,h7,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Cortinariaceae,Hebeloma,Hebeloma cylindrosporum,2015-01-30,125.7x,Allpaths-LG v. R36892,Sanger; 454; Illumina; PacBio,haploid,Scaffold,1068939,176,38226047,15513,1613.204538129311,80742,254.70883802729682,78051,228.05293974452601,65214,68.43838746281473
GCA_006912095.1_Mplat_NP02_megahit,2213018,Massospora platypediae,,Zoopagomycota,Entomophthoromycotina,Entomophthoromycetes,,Entomophthorales,Entomophthoraceae,Massospora,Massospora platypediae,2019-07-11,35.0x,megahit v. 1.1.2,Illumina HiSeq,haploid,Contig,,,2054317516,0,0,0,0,0,0,0,0
GCF_000512565.1_Cryp_deje_CBS10117_V1,324770,Kwoniella dejecticola,CBS 10117,Basidiomycota,Agaricomycotina,Tremellomycetes,,Tremellales,Cryptococcaceae,Kwoniella,Kwoniella dejecticola,2016-06-21,88.0x,allpaths v. R44569,Illumina,haploid,Scaffold,2116304,13,23862392,8720,1957.0969036697247,52031,254.47615844400454,51909,254.83112755013582,43307,88.33724340175954
GCF_000181695.1_ASM18169v1,76773,Malassezia globosa,CBS 7966,Basidiomycota,Ustilaginomycotina,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia globosa,2007-11-02,,,,haploid,Contig,,,8958118,4286,1486.9188054129725,6377,974.9379018347186,6377,974.9379018347186,2091,74.4882831181253
GCA_003313965.1_ASM331396v1,527531,Megacollybia marginata,MG68,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Porotheleaceae,Megacollybia,Megacollybia marginata,2018-07-11,88x,platanus version v. 1.2.1,Complete Genomics,haploid,Scaffold,15445,20853,99329841,0,0,0,0,0,0,0,0
GCA_900068915.1_Megacollybia_platyphylla-8,182000,Megacollybia platyphylla,,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Porotheleaceae,Megacollybia,Megacollybia platyphylla,2020-07-09,50x,,,haploid,Scaffold,,,89984844,0,0,0,0,0,0,0,0
GCF_000512585.1_Cryp_best_CBS10118_V1,324769,Kwoniella bestiolae,CBS 10118,Basidiomycota,Agaricomycotina,Tremellomycetes,,Tremellales,Cryptococcaceae,Kwoniella,Kwoniella bestiolae,2016-07-14,63.0x,allpaths v. R44569,Illumina,haploid,Scaffold,3422270,12,24360772,9263,1872.6149195724927,55459,241.0752808380966,55322,241.4132171649615,46189,86.10405074801359
GCA_002157025.1_ASM215702v1,526922,Melampsora abietis-canadensis,MEA09CAP01,Basidiomycota,Pucciniomycotina,Pucciniomycetes,,Pucciniales,Melampsoraceae,Melampsora,Melampsora abietis-canadensis,2017-05-22,274.0x,ABySS v. 1.3.4,Illumina HiSeq,haploid,Scaffold,9777,14223,74050440,0,0,0,0,0,0,0,0
GCA_001600355.1_JCM_18503_assembly_v001,286112,Meira nashicola,JCM 18503,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Exobasidiales,Brachybasidiaceae,Meira,Meira nashicola,2016-03-01,359x,ALLPATHS-LG v. 52488,HiSeq 2500,haploid,Scaffold,3834998,58,18015688,0,0,0,0,0,0,0,0
GCA_002157015.1_ASM215701v1,526923,Melampsora aecidioides,Ma07VIC01,Basidiomycota,Pucciniomycotina,Pucciniomycetes,,Pucciniales,Melampsoraceae,Melampsora,Melampsora aecidioides,2017-05-22,268.0x,ABySS v. 1.3.4,Illumina HiSeq,haploid,Scaffold,2803,29225,62222430,0,0,0,0,0,0,0,0
GCA_002157005.1_ASM215700v1,242475,Melampsora allii-populina,Mlp06GRE05,Basidiomycota,Pucciniomycotina,Pucciniomycetes,,Pucciniales,Melampsoraceae,Melampsora,Melampsora allii-populina,2017-05-22,223.0x,ABySS v. 1.3.4,Illumina HiSeq,haploid,Scaffold,2626,24475,44530309,0,0,0,0,0,0,0,0
GCA_002157035.1_ASM215703v1,258770,Melampsora medusae f. sp. deltoidis,Mmd05TRE539,Basidiomycota,Pucciniomycotina,Pucciniomycetes,,Pucciniales,Melampsoraceae,Melampsora,Melampsora medusae,2017-05-22,725.0x,ABySS v. 1.3.4,Illumina HiSeq,haploid,Scaffold,5985,21382,82241443,0,0,0,0,0,0,0,0
GCF_000507465.1_Kwon_mang_CBS8507_V2,463800,Kwoniella mangroviensis,CBS 8507,Basidiomycota,Agaricomycotina,Tremellomycetes,,Tremellales,Cryptococcaceae,Kwoniella,Kwoniella mangrovensis,2016-07-14,44.0x,allpaths v. R45095,Illumina,haploid,Scaffold,1048156,62,22654511,8550,1903.2576608187135,52484,241.02480756039935,52351,241.3726385360356,43929,82.48485055430353
GCA_002157085.1_ASM215708v1,82102,Melampsora occidentalis,Mo05Ca05,Basidiomycota,Pucciniomycotina,Pucciniomycetes,,Pucciniales,Melampsoraceae,Melampsora,Melampsora occidentalis,2017-05-22,154.0x,ABySS v. 1.3.4,Illumina HiSeq,haploid,Scaffold,7267,21759,97689000,0,0,0,0,0,0,0,0
GCA_010093515.1_Linrh1,578093,Lineolata rhizophorae,ATCC 16933,Ascomycota,Pezizomycotina,Dothideomycetes,,Lineolatales,Lineolataceae,Lineolata,Lineolata rhizophorae,2020-01-31,97.8x,AllPathsLG v. R49403,Illumina,haploid,Scaffold,1108205,68,31143728,10275,1712.610802919708,29918,521.1255431512801,29276,453.40336794644077,19640,102.15753564154787
GCA_000464645.1_Mel_pini_1.0,526925,Melampsora pinitorqua,Mpini7,Basidiomycota,Pucciniomycotina,Pucciniomycetes,,Pucciniales,Melampsoraceae,Melampsora,Melampsora pinitorqua,2014-06-06,959.0x,ABySS v. 1.3.4,Illumina HiSeq,haploid,Scaffold,4702,12325,34032132,0,0,0,0,0,0,0,0
GCA_019775635.1_ASM1977563v1,2756247,Melanodothis sp. VS III D KN 1,VS III D KN 1,2021-08-26,100x,CLC NGS Cell v. June-2020,Illumina,haploid,Scaffold,1148602,182,32754029,0,0,0,0,0,0,0,0
GCA_019775565.1_ASM1977556v1,2756246,Melanodothis sp. VS III C KN 2,VS III C KN 2,2021-08-26,100x,CLC NGS Cell v. June-2020,Illumina,haploid,Scaffold,565098,128,30418508,0,0,0,0,0,0,0,0
GCF_003290485.1_ASM329048v1,76775,Malassezia restricta,KCTC 27527,Basidiomycota,Ustilaginomycotina,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia restricta,2018-07-09,38.8x,canu v. 1.7,PacBio,haploid,Complete Genome,,,7369627,4544,1457.3644366197184,6679,977.3930229076209,6559,989.3935051074859,2151,35.35936773593677
GCA_001599555.1_JCM_22618_assembly_v001,80383,Memnoniella echinata,JCM 22618,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Stachybotryaceae,Memnoniella,Memnoniella echinata,2016-03-01,215x,ALLPATHS-LG v. 52488,HiSeq 2500,haploid,Scaffold,3459663,106,43681955,0,0,0,0,0,0,0,0
GCF_000349305.1_ASM34930v2,76777,Malassezia sympodialis,ATCC 42132,Basidiomycota,Ustilaginomycotina,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia sympodialis,2013-03-18,,,,haploid,Scaffold,513493,65,7669689,3318,1595.206449668475,6568,773.6103836784409,6971,772.1335532922105,3250,65.176
GCF_014066305.1_Lecol_v1.0,112416,Letharia columbiana,WasteWater2,Ascomycota,Pezizomycotina,Lecanoromycetes,Lecanoromycetidae,Lecanorales,Parmeliaceae,Letharia,Letharia columbiana,2020-08-05,150.0x,Canu v. v1.8; Haplomerger2 v. 20180603,Oxford Nanopore MinION,haploid,Contig,,,52265057,13385,1458.5468061262607,37747,446.7466818555117,37672,447.4641112762795,24362,109.15778671701831
GCA_002818225.1_ASM281822v1,2020962,Malassezia vespertilionis,NWHC:44797-103,Basidiomycota,Ustilaginomycotina,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia vespertilionis,2017-12-08,575.0x,SPAdes v. 3.9.0,Illumina MiSeq,haploid,Scaffold,844276,14,7581597,3816,1776.9447064989517,8537,748.3907695911913,8512,750.342810150376,4721,82.99279813598814
GCF_012971845.1_ASM1297184v1,45133,Lasiodiplodia theobromae,AM2As,Ascomycota,Pezizomycotina,Dothideomycetes,,Botryosphaeriales,Botryosphaeriaceae,Lasiodiplodia,Lasiodiplodia theobromae,2020-05-04,794.0x,SPAdes v. 3.11.0,Illumina,haploid,Contig,,,43694574,13054,1678.1925846483837,40163,486.618703782088,40163,486.618703782088,27109,86.97816223394445
GCA_001692735.1_Leppa1,741139,Lepidopterella palustris,CBS 459.81,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Mytilinidiales,Argynnaceae,Lepidopterella,Lepidopterella palustris,2016-07-26,Illumina,Allpaths-LG v. R36892,97x,haploid,Scaffold,51152,3371,45668136,13905,1639.1754045307443,41864,485.1367762277852,40901,430.37837705679567,27956,88.9149019888396
GCA_002370615.1_ASM237061v1,353897,Metschnikowia aberdeeniae,SUB 05-213.1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia aberdeeniae,2017-09-26,203x,SOAPdenovo v. 1.05,Illumina HiSeq,haploid,Scaffold,895266,189,10681262,0,0,0,0,0,0,0,0
GCF_001278385.1_MalaPachy,77020,Malassezia pachydermatis,CBS 1879,Basidiomycota,Ustilaginomycotina,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia pachydermatis,2015-09-02,250x,CLC Assembler v. 4.010.83648,Illumina HiSeq,haploid,Scaffold,,,8150648,4202,1581.5773441218466,9342,685.6241704131877,9342,685.6145365018198,5140,46.82626459143969
GCA_008065255.1_ASM806525v1,56417,Metschnikowia agaves,UWOPS 92-210.1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia agaves,2019-08-22,103x,ABySS v. 1.5.2,Illumina HiSeq,haploid,Scaffold,955321,320,11238847,0,0,0,0,0,0,0,0
GCA_008065195.1_ASM806519v1,2576851,Metschnikowia amazonensis,UFMG-CM-6309,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia amazonensis,2019-08-22,186x,ABySS v. 1.5.2,Illumina HiSeq,haploid,Scaffold,53267,2298,19438860,0,0,0,0,0,0,0,0
GCA_002370875.1_ASM237087v1,150206,Metschnikowia arizonensis,UWOPS 99-103.4,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia arizonensis,2017-09-26,174x,SOAPdenovo v. 1.05,Illumina HiSeq,haploid,Scaffold,82625,1006,16309211,0,0,0,0,0,0,0,0
GCA_002938385.1_ASM293838v1,231916,Gymnopilus dilepis,SRW20,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Cortinariaceae,Gymnopilus,Gymnopilus dilepis,2018-02-22,16.5x,soapdenovo2 v. 2.21,Illumina MiSeq,haploid,Scaffold,33970,5668,46664762,16222,1792.8789298483541,91300,251.33503833515883,91300,251.33503833515883,75078,81.74422600495485
GCA_019285895.1_ASM1928589v1,27321,Metschnikowia australis,W7-5,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia australis,2021-07-20,100.0x,SOAPdenovo v. 2.04,Illumina,haploid,Scaffold,766967,318,14457311,0,0,0,0,0,0,0,0
GCA_002374385.1_ASM237438v1,73518,Metschnikowia borealis,SUB 99-207.1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia borealis,2017-09-26,181x,SOAPdenovo v. 1.05,Illumina HiSeq,haploid,Scaffold,57620,2683,20997248,0,0,0,0,0,0,0,0
GCA_013368555.1_LU_GYC_1.0,206315,Gymnopus confluens,CBS 406.79,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Omphalotaceae,Gymnopus,Gymnopus confluens,2020-06-23,72.7x,FALCON v. APRIL-2018,PacBio RSII,haploid,Contig,,,60120426,15320,2304.9657963446475,109605,254.89367273390812,100577,225.7280690416298,94285,78.21450920082728
GCA_002370295.1_ASM237029v1,1699426,Metschnikowia bowlesiae,UWOPS 12-619.1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia bowlesiae,2017-09-26,168x,SOAPdenovo v. 1.05,Illumina HiSeq,haploid,Scaffold,123506,2150,17561373,0,0,0,0,0,0,0,0
GCA_008065175.1_ASM806517v1,1506549,Metschnikowia caudata,EBD-CdVSA57-2,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia caudata,2019-08-22,129x,ABySS v. 1.5.2,Illumina HiSeq,haploid,Scaffold,1016822,67,10938851,0,0,0,0,0,0,0,0
GCA_002276285.1_Lprolificans_pilon,41688,Lomentospora prolificans,JHH-5317,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Microascales,Microascaceae,Lomentospora,Lomentospora prolificans,2017-09-15,260.0x,MaSuRCA v. 3.2.2_RC3; Megahit v. MAY-2017,Illumina MiSeq; Oxford Nanopore,haploid,Contig,,,37627092,8768,1699.7205748175184,25661,516.2241533845134,25441,516.5489171023152,16893,98.04783046232167
GCA_002370635.1_ASM237063v1,390697,Metschnikowia cerradonensis,UFMG 03-T67.1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia cerradonensis,2017-09-26,192x,SOAPdenovo v. 1.05,Illumina HiSeq,haploid,Scaffold,67722,2240,21022601,0,0,0,0,0,0,0,0
GCA_009746055.1_ASM974605v1,2259054,Metschnikowia citriensis (nom. inval.),FL01,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia citriensis,2019-12-12,100.0x,SOAPdenovo v. March-2019,Illumina HiSeq,haploid,Contig,,,25739826,0,0,0,0,0,0,0,0
GCA_002370175.1_ASM237017v1,473035,Metschnikowia colocasiae,UWOPS 03-202.1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia colocasiae,2017-09-26,146x,SOAPdenovo v. 1.05,Illumina HiSeq,haploid,Scaffold,164955,1193,15121047,0,0,0,0,0,0,0,0
GCA_002370835.1_ASM237083v1,73517,Metschnikowia continentalis,UWOPS 95-402.1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia continentalis,2017-09-26,216x,SOAPdenovo v. 1.05,Illumina HiSeq,haploid,Scaffold,66984,2408,22451194,0,0,0,0,0,0,0,0
GCA_009756545.1_ASM975654v1,174643,Metschnikowia dekortorum,UWOPS 01-522a5,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia dekortorum,2019-12-16,105x,ABySS v. 1.5.2,Illumina HiSeq,haploid,Scaffold,548344,613,16375330,0,0,0,0,0,0,0,0
GCA_002374405.1_ASM237440v1,1323754,Metschnikowia cubensis,MUCL 45753,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia cubensis,2017-09-26,189x,SOAPdenovo v. 1.05,Illumina HiSeq,haploid,Scaffold,96584,2049,20898236,0,0,0,0,0,0,0,0
GCA_002370475.1_ASM237047v1,1506548,Metschnikowia drakensbergensis,EBD-CdVSA10-2A,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia drakensbergensis,2017-09-26,184x,SOAPdenovo v. 1.05,Illumina HiSeq,haploid,Scaffold,439824,559,11962530,0,0,0,0,0,0,0,0
GCA_002893705.1_ASM289370v1,135833,Metschnikowia drosophilae,UWOPS83-1143.1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia drosophilae,2018-01-19,534.2x,SOAPdenovo v. 1.05,Illumina HiSeq,haploid,Scaffold,634570,110,10531272,0,0,0,0,0,0,0,0
GCA_000317355.2_ASM31735v2,178747,Metschnikowia fructicola,277,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia fructicola,2016-06-07,20.0x,PacBio HGAP v. 3.0,PacBio,haploid,Contig,,,26126100,0,0,0,0,0,0,0,0
